GrantNumber,DisciplineNumber
G4951,D20404
G55273,D10202
G164825,D10101
G164825,D10201
G164825,D10207
G164825,D10403
G164825,D10503
G132412,D20401
G137162,D10205
G162612,D20404
G162612,D20505
G51740,D10501
G149749,D30304
G204926,D10302
G204926,D10603
G198089,D10102
G198089,D10403
G27901,D10104
G9329,D30805
G174466,D10105
G174466,D10605
G30908,D20803
G131567,D30702
G131567,D30912
G193951,D30207
G43386,D10203
G143041,D10203
G143041,D10301
G128802,D10503
G36340,D20511
G25560,D20801
G100786,D30305
G155024,D10501
G123489,D30401
G123489,D30703
G58934,D10301
G135701,D30403
G107397,D30101
G107397,D30102
G107397,D30103
G165238,D20301
G165238,D20404
G165238,D20504
G29748,D20304
G138740,D10205
G33760,D10502
G30693,D30401
G173387,D10206
G173387,D20709
G26170,D10501
G188459,D20501
G104506,D30102
G110227,D20304
G32207,D20303
G7657,D30706
G61516,D10502
G191286,D10201
G191286,D10202
G112202,D20409
G69002,D10202
G165598,D10204
G130974,D10502
G10489,D10201
G116193,D30302
G116193,D30702
G34123,D30302
G102611,D10102
G102611,D10303
G102611,D10503
G143428,D20403
G143428,D20404
G143428,D20405
G143428,D20406
G143428,D20508
G53652,D20304
G114662,D10303
G114662,D10402
G166527,D20304
G166527,D30101
G166527,D30102
G149569,D10204
G65329,D30305
G189891,D30716
G118671,D20100
G118671,D20506
G7249,D30201
G63387,D30403
G63428,D30808
G42510,D30708
G42510,D30802
G30498,D30202
G129630,D10205
G50339,D10203
G133744,D30104
G133744,D30105
G26851,D30717
G5325,D20501
G5325,D20506
G190119,D10101
G190119,D10105
G65060,D20100
G43221,D20402
G43221,D20403
G109972,D10207
G3515,D20301
G162058,D10202
G15235,D10206
G199886,D10205
G54293,D10503
G173388,D10102
G173388,D10103
G173388,D10301
G173388,D10404
G173388,D10407
G109562,D20506
G115779,D20704
G115779,D20705
G115779,D20802
G145178,D10203
G145178,D20509
G207364,D20409
G207364,D20503
G28247,D20404
G137532,D20402
G177306,D30701
G177306,D30812
G177306,D30903
G177306,D30904
G177306,D30910
G177306,D30911
G118039,D30401
G55678,D20403
G176178,D30715
G3899,D20401
G106924,D20301
G155165,D20304
G167029,D10101
G102652,D20100
G102652,D20506
G161544,D30302
G50786,D30305
G169451,D20304
G169451,D30101
G205456,D20301
G4534,D20511
G57646,D10205
G137743,D20505
G137743,D20508
G137743,D30108
G137743,D30702
G65866,D20806
G162533,D30714
G165283,D30104
G165283,D30302
G165283,D30708
G15361,D10206
G190383,D20304
G190383,D30101
G148135,D10201
G148135,D10202
G39533,D10302
G102994,D30302
G147007,D20709
G147007,D30201
G197299,D10104
G197299,D10105
G117077,D10301
G50903,D10105
G157139,D20508
G157139,D30704
G136197,D30102
G136197,D30103
G136197,D30702
G136197,D30714
G184851,D20505
G184851,D30702
G120313,D20409
G114020,D30403
G108930,D20301
G108930,D20507
G108930,D20709
G146633,D30702
G146633,D30708
G146633,D30714
G118385,D30302
G101424,D10101
G101424,D10105
G140298,D20304
G53674,D30403
G148871,D10503
G108874,D10202
G108874,D10302
G42478,D10404
G181707,D30305
G181707,D30407
G27829,D10103
G182703,D30102
G182703,D30302
G154719,D30303
G28664,D30305
G165100,D10502
G35278,D10104
G191069,D30302
G185163,D30102
G185163,D30107
G129426,D10405
G167581,D10101
G68099,D20709
G129877,D10101
G192294,D20303
G140400,D20301
G140400,D20704
G117629,D10301
G53456,D30302
G163821,D10105
G163821,D10201
G163821,D10204
G100798,D30102
G100798,D30708
G26406,D10501
G26406,D10502
G166067,D20702
G166067,D20801
G166067,D20803
G166067,D20809
G107655,D20404
G155830,D30302
G159692,D20709
G159692,D20803
G33710,D20200
G127330,D30101
G127330,D30306
G185532,D30708
G43483,D30101
G141572,D10302
G209438,D20705
G209438,D20809
G65801,D30306
G65801,D30403
G197045,D20100
G45623,D30103
G3419,D20705
G119542,D10301
G119739,D30402
G119739,D30801
G15267,D10102
G148662,D10301
G118996,D10101
G118996,D20100
G145418,D10105
G202263,D30808
G191158,D10205
G37390,D20100
G43422,D30302
G154357,D10301
G111408,D10301
G144597,D10104
G144597,D10201
G144597,D10601
G112840,D10501
G182213,D20506
G182213,D30706
G9143,D30403
G25099,D30207
G125131,D30102
G125131,D30103
G172620,D20301
G179254,D30202
G193,D10401
G4437,D20401
G133948,D10301
G133948,D10302
G159800,D20303
G196070,D20511
G196070,D20709
G201761,D10201
G201761,D10206
G201761,D30205
G201761,D30206
G188584,D10205
G188584,D10301
G131072,D20304
G131072,D30101
G131072,D30103
G186657,D10303
G186657,D10503
G40261,D10302
G211848,D30708
G15327,D10302
G37644,D20805
G206623,D20301
G206623,D20303
G206623,D30108
G137292,D20709
G137292,D20803
G50989,D10103
G33838,D10501
G68157,D30102
G57361,D30104
G65426,D30207
G50215,D10101
G159793,D30101
G159793,D30103
G6585,D30714
G57558,D10201
G100529,D20403
G195216,D30102
G68086,D20506
G41916,D10102
G201435,D20505
G113042,D10104
G113042,D10201
G199264,D10201
G179239,D30401
G152916,D10105
G136461,D20100
G136461,D20506
G136461,D30102
G136461,D30104
G168794,D10206
G168794,D10403
G128890,D10104
G128890,D10201
G128890,D10202
G128890,D10205
G128890,D10206
G128890,D10301
G170741,D20404
G170741,D20505
G125149,D20404
G125149,D20505
G125149,D20508
G122082,D20508
G103651,D20704
G67155,D30103
G198577,D30209
G198577,D30403
G198577,D30713
G198577,D50000
G202718,D30108
G115345,D10501
G67498,D20409
G49727,D30305
G120249,D10501
G66385,D10000
G164564,D10201
G164564,D10202
G164564,D10403
G116765,D20301
G128033,D10301
G128033,D10302
G7550,D30202
G52064,D20301
G128755,D20506
G32142,D20809
G43254,D30302
G61875,D20506
G152340,D10203
G152340,D10301
G105183,D10503
G206884,D10105
G206884,D30204
G100982,D10201
G41161,D10203
G41161,D10302
G40654,D20200
G121345,D20301
G121345,D20303
G121345,D20405
G121345,D20806
G121345,D30207
G136295,D30206
G109948,D30706
G109948,D30911
G192541,D30104
G66548,D20301
G124165,D30301
G134667,D10104
G26660,D10404
G191829,D30102
G122432,D10202
G8503,D30302
G100897,D30102
G1937,D10101
G100623,D20304
G155100,D10101
G155100,D10102
G155100,D10105
G50811,D30304
G188332,D20504
G188332,D20508
G148748,D30101
G148748,D30102
G148748,D30103
G148748,D30403
G140162,D20304
G140162,D20505
G148799,D20709
G15296,D10203
G110720,D20100
G110720,D20506
G168257,D10105
G172521,D20304
G172521,D30102
G118607,D30101
G118607,D30102
G118607,D30103
G118607,D30401
G141411,D10101
G141411,D10102
G141411,D10103
G141411,D10301
G119326,D10101
G119326,D10607
G119326,D20506
G128697,D10203
G112830,D10101
G112830,D10201
G112830,D10202
G9298,D30716
G146548,D30102
G146548,D30107
G167048,D20304
G167048,D30307
G101458,D20511
G147591,D20503
G132089,D10204
G132089,D20506
G154358,D10202
G154358,D10203
G184513,D10205
G140434,D10403
G151759,D30102
G169286,D10201
G198605,D10103
G198605,D10301
G27503,D20304
G178253,D20511
G178253,D30710
G141767,D10203
G62192,D10303
G202400,D30302
G129710,D30402
G129710,D30403
G172527,D20404
G172527,D20505
G8636,D30717
G52778,D30708
G8926,D30713
G8926,D30719
G171964,D10103
G171964,D10405
G142159,D20200
G142159,D20401
G103837,D20506
G179938,D10202
G64354,D10205
G55603,D10105
G103652,D30302
G164788,D30802
G153281,D30101
G153281,D30102
G153281,D30103
G153281,D30104
G153281,D30107
G129130,D30101
G129130,D30102
G129130,D30108
G113346,D30107
G199547,D20705
G198048,D10104
G198048,D10105
G198048,D10201
G198048,D10203
G198048,D10204
G198048,D30802
G198048,D30903
G107745,D10205
G32185,D20801
G44404,D20504
G101853,D20803
G29963,D10105
G101723,D10502
G64226,D20706
G59156,D30102
G156019,D30301
G156019,D30710
G152951,D30103
G152951,D30403
G27590,D10102
G27590,D10303
G131153,D20401
G131153,D20404
G131153,D30108
G159436,D10105
G159436,D30708
G7206,D30201
G132289,D10102
G132289,D10503
G148800,D20706
G148800,D30103
G148800,D30104
G148800,D30107
G148800,D30201
G148800,D30202
G148800,D30206
G148800,D30207
G1325,D10302
G6642,D30201
G37395,D30403
G147240,D10101
G147240,D10105
G184362,D10203
G5677,D30000
G110826,D30205
G110826,D30206
G110826,D30207
G183,D10303
G64875,D10502
G101856,D10203
G162319,D10501
G42682,D10203
G42682,D10206
G205779,D10201
G148681,D10403
G124328,D20100
G168646,D10102
G168646,D10503
G122842,D10101
G122842,D10105
G136112,D10203
G136112,D20501
G111820,D10301
G25486,D20406
G31058,D30104
G1911,D10204
G120922,D10104
G120922,D10105
G47905,D10105
G25095,D20404
G189869,D10201
G111479,D10101
G111479,D10102
G63811,D30303
G195612,D30101
G195612,D30104
G8073,D30101
G143898,D30102
G143898,D30303
G122513,D20809
G122513,D30107
G102559,D30102
G68052,D20405
G46663,D20404
G39311,D30202
G39311,D30407
G40342,D20505
G139421,D30104
G139421,D30207
G127503,D30104
G127503,D30202
G20743,D30305
G32311,D30717
G6910,D30101
G102314,D10403
G177919,D30302
G174938,D10204
G185403,D30808
G128632,D10101
G128632,D10102
G128632,D10201
G128632,D10202
G128632,D10203
G128632,D10205
G201777,D20200
G201777,D20508
G116262,D30303
G165594,D10405
G175702,D20401
G175702,D20404
G61956,D30710
G160424,D30102
G105334,D10102
G137492,D10301
G137492,D10302
G208094,D20504
G208094,D20505
G20436,D20509
G27917,D20508
G52132,D20801
G67416,D10205
G121534,D20704
G121534,D20709
G121534,D30201
G121534,D30206
G177964,D20200
G127306,D10201
G127306,D10206
G161152,D10301
G161152,D20100
G187843,D30403
G159941,D20304
G10813,D30201
G33274,D20506
G175094,D10203
G172613,D10301
G172613,D10302
G121679,D20404
G35870,D20301
G142017,D30302
G142017,D30304
G142017,D30305
G142017,D30405
G183828,D30103
G183828,D30108
G10213,D10000
G112192,D20401
G33874,D30707
G191159,D10101
G161923,D30102
G142954,D20706
G142954,D20709
G142954,D20803
G142954,D30107
G142954,D30206
G104083,D30809
G207133,D20404
G39766,D30710
G172823,D20100
G28113,D20403
G171716,D10205
G154527,D30303
G154527,D30715
G141388,D10105
G29184,D10501
G161061,D10101
G161061,D10105
G20752,D30401
G136799,D10202
G171076,D10101
G171011,D10301
G171011,D10302
G171011,D10407
G45154,D20403
G67954,D20501
G173893,D10102
G173893,D10403
G173893,D10404
G126746,D10101
G126746,D10105
G126746,D30302
G129057,D10105
G129057,D30707
G129057,D30708
G51652,D10202
G25189,D30707
G174149,D10303
G174149,D20506
G59209,D10503
G202551,D10205
G161920,D10205
G66568,D30206
G191745,D30716
G118145,D30101
G118145,D30102
G118145,D30103
G174656,D20301
G1803,D10202
G1803,D10203
G120562,D20803
G120562,D20809
G4844,D20304
G37521,D30401
G28283,D10101
G158718,D20200
G158718,D20401
G145202,D10205
G156466,D30711
G4524,D20802
G185467,D10104
G185467,D10105
G59242,D30207
G160442,D10406
G1161,D10201
G198243,D10404
G201396,D10602
G172472,D20301
G172610,D20506
G115383,D30104
G181088,D10101
G201254,D30207
G4047,D20506
G177405,D10202
G102826,D10502
G169079,D20301
G132690,D20409
G186819,D20804
G186819,D30201
G109575,D10204
G198879,D30204
G43277,D10502
G63164,D30715
G63164,D30809
G169347,D30102
G169347,D30103
G169347,D30107
G169347,D30307
G67146,D10105
G165177,D10102
G145243,D10502
G10611,D10203
G113476,D20803
G15167,D10501
G28907,D10502
G46811,D10101
G42817,D20100
G57525,D20300
G57525,D20301
G48289,D20506
G48289,D30000
G139187,D20511
G205459,D20803
G205459,D30201
G205459,D30205
G100432,D20303
G68171,D20704
G5893,D30102
G200270,D20505
G199903,D30905
G28008,D30302
G191067,D20100
G60971,D20404
G58464,D10105
G104224,D30201
G36184,D30107
G140728,D10206
G178502,D20301
G178502,D20505
G195224,D10301
G117155,D10201
G207367,D20100
G153352,D30303
G153352,D30306
G153352,D30401
G153352,D30403
G153352,D30805
G153352,D30806
G45435,D30706
G62769,D30708
G173020,D20100
G192972,D30402
G155395,D30107
G155395,D30808
G58239,D10205
G172880,D30101
G172880,D30107
G172880,D30403
G103707,D20803
G199451,D20502
G150524,D10405
G150524,D10501
G130500,D30102
G130500,D30303
G40693,D30107
G40693,D30207
G163398,D30708
G189803,D10201
G189803,D10607
G144174,D10201
G144174,D10202
G144174,D10203
G144174,D10301
G58859,D10102
G124238,D10501
G32456,D30201
G143540,D10105
G143540,D10201
G143540,D20506
G187186,D30305
G187186,D30402
G150519,D20100
G150519,D30207
G56694,D30103
G26802,D20401
G31230,D20504
G114653,D10502
G115066,D10101
G115066,D10404
G40290,D20506
G4805,D20200
G164703,D30104
G135917,D20502
G135917,D20504
G135917,D20505
G135917,D20506
G135917,D30302
G120624,D30104
G120624,D30202
G47025,D20506
G20655,D30101
G100722,D10301
G26416,D10206
G131705,D10101
G131705,D10502
G30804,D30707
G207112,D30103
G134364,D30102
G63577,D20304
G190806,D20505
G190806,D20508
G190806,D20511
G135728,D30709
G121573,D20303
G174937,D10105
G174937,D10204
G103256,D10303
G142169,D20301
G180043,D20703
G180043,D20704
G33828,D10502
G67066,D20401
G6522,D30306
G151613,D10101
G151613,D10105
G151613,D10404
G151613,D10406
G61757,D30108
G1842,D10101
G206100,D30403
G189235,D30806
G102196,D30403
G64886,D10103
G67963,D20404
G61176,D30104
G146090,D10202
G146090,D10203
G191232,D10202
G50932,D30102
G123775,D10403
G52581,D20304
G153604,D20100
G171955,D20100
G27088,D10501
G6752,D30105
G102618,D10503
G30480,D20501
G28178,D10201
G46810,D30305
G151864,D10201
G151864,D10403
G25092,D20406
G203998,D10301
G143419,D10101
G143419,D10205
G143419,D10301
G143419,D10302
G143419,D10404
G143419,D10405
G143419,D10501
G1361,D10401
G130892,D10105
G145002,D30101
G145002,D30103
G145002,D30107
G145002,D30306
G145002,D30401
G145002,D30403
G27596,D10402
G152038,D30102
G158089,D10102
G158089,D10303
G134797,D20200
G147797,D10501
G147797,D10502
G66232,D10101
G41534,D10501
G148493,D10102
G148493,D10104
G148493,D10105
G148493,D10201
G148493,D10202
G148493,D10207
G148493,D10601
G148493,D10602
G148493,D10605
G148493,D30302
G148493,D30303
G148493,D30306
G148493,D30803
G148493,D30804
G148493,D30805
G148493,D30806
G148493,D30807
G148493,D30808
G148493,D30811
G148493,D30812
G148493,D30903
G148493,D30911
G148493,D30912
G29889,D20303
G192706,D10105
G192706,D30716
G121484,D30103
G121484,D30104
G121484,D30202
G121484,D30302
G121484,D30407
G198065,D10405
G27036,D20511
G126364,D20401
G126364,D20403
G5302,D20506
G30368,D30104
G119206,D20304
G109320,D20801
G121982,D30102
G121982,D30105
G160370,D10102
G160370,D10104
G106831,D10203
G106831,D20100
G152726,D10101
G152726,D10503
G134300,D10101
G134300,D10405
G62438,D30808
G115880,D10204
G66398,D10201
G147152,D20511
G147152,D30103
G147152,D30105
G147152,D30108
G165959,D10201
G165959,D10203
G165959,D10204
G165959,D10206
G69441,D30401
G122089,D30307
G122089,D30711
G173945,D30101
G173945,D30402
G1335,D10404
G4274,D20200
G204517,D30102
G204517,D30108
G128380,D20301
G186083,D20709
G186083,D20803
G140210,D20501
G15278,D10402
G105844,D30303
G164660,D20505
G164660,D20507
G26995,D20511
G154767,D30202
G154767,D30207
G101722,D20100
G152420,D30402
G184589,D10404
G127013,D20803
G196383,D30307
G61162,D30720
G36486,D20709
G185028,D30708
G185028,D30720
G103559,D10101
G4728,D20404
G202413,D10105
G7247,D30101
G7247,D30201
G168527,D20100
G168527,D20504
G168527,D20506
G110346,D30202
G110346,D30207
G145607,D20200
G146231,D20301
G146231,D20303
G146231,D20304
G277,D10401
G105774,D30207
G134546,D20405
G134546,D20508
G110428,D10103
G172680,D10203
G8181,D30103
G5692,D30102
G121442,D10303
G121442,D10402
G121442,D10503
G204470,D30103
G204470,D30403
G137450,D20506
G15251,D10301
G170392,D10101
G170392,D10102
G170392,D10201
G170392,D10202
G170392,D10206
G170392,D10302
G170392,D30204
G170392,D30906
G46197,D30102
G160199,D20409
G160199,D30101
G160199,D30102
G160199,D30108
G150254,D20505
G179413,D30101
G179413,D30103
G121085,D10101
G65730,D10206
G171182,D10301
G171182,D10302
G158003,D10201
G157741,D20304
G48491,D30204
G67042,D10501
G121979,D30403
G185146,D20200
G535,D10402
G64241,D10502
G169088,D20100
G44752,D20701
G148825,D20100
G148825,D20506
G37967,D30103
G27798,D30306
G7196,D30101
G7196,D30103
G166485,D20502
G166485,D30714
G166485,D30715
G140780,D30101
G140780,D30103
G140780,D30305
G171860,D10206
G101894,D10205
G129423,D30201
G117440,D10101
G117440,D10201
G117440,D10202
G117440,D10205
G186300,D10206
G186300,D10301
G132513,D10203
G129133,D10301
G108891,D10402
G124642,D20506
G201462,D10402
G101832,D10302
G176161,D30102
G176161,D30103
G176161,D30104
G186817,D10201
G186817,D10301
G136899,D20704
G136899,D20705
G136899,D20709
G136899,D20801
G136899,D20802
G136899,D20803
G136899,D20804
G136899,D20806
G136899,D20809
G186798,D10301
G4654,D20806
G136483,D30103
G136483,D30107
G136483,D30307
G138784,D30704
G6929,D30103
G6929,D30301
G3938,D20304
G156186,D10203
G44665,D10204
G189152,D10203
G26460,D20304
G194281,D30911
G160009,D30708
G15440,D10105
G123430,D30402
G44920,D10206
G185417,D10203
G152500,D20404
G6990,D30207
G144000,D20409
G169925,D30103
G169925,D30104
G63908,D30709
G119968,D20403
G8671,D30104
G111932,D10501
G168715,D10407
G20659,D30101
G9230,D30107
G40161,D30101
G197504,D10101
G197504,D20401
G197504,D20506
G127917,D20801
G127917,D30805
G2257,D10205
G189735,D10205
G102292,D10104
G116639,D20401
G128919,D10201
G128919,D10202
G128919,D10203
G51473,D10204
G30438,D10203
G141503,D10202
G141503,D10206
G141503,D10301
G68006,D10501
G6129,D30302
G26446,D20301
G144857,D30401
G144857,D30402
G144857,D30717
G128913,D10101
G128913,D10201
G128913,D10202
G128913,D10203
